,Neighb,Latitude,Longitude,IdVenue,Venue,Lat_venue,Long_venue,Tip_count,Rating,Likes,Photos_count,Category
282,La aurora,36.71493944206097,-4.432656790864362,5037dc00e4b0107229393daa,Asakusa,36.71568126934967,-4.428105735395536,10,7.0,13,15,Asian Restaurant
283,La aurora,36.71493944206097,-4.432656790864362,4c0a81f9009a0f479b7be9bf,Foster's Hollywood,36.71174915391996,-4.433055624507523,19,6.9,43,46,American Restaurant
284,La aurora,36.71493944206097,-4.432656790864362,55cb607d498e057c69163456,Hamburguesa Nostra,36.717350549446785,-4.428345217382192,2,6.7,6,6,Burger Joint
285,La aurora,36.71493944206097,-4.432656790864362,4cea7f080f196dcb142052ae,Ginos,36.71191961904099,-4.433061031046492,5,5.9,10,17,Italian Restaurant
286,La aurora,36.71493944206097,-4.432656790864362,53221600498ee5e1964f4286,D'Vinos y Copas,36.71392186070266,-4.427998689129238,2,5.8,7,6,Tapas Restaurant
287,La aurora,36.71493944206097,-4.432656790864362,4e20aba5a80968cf3e379575,Brasayleña Vialia,36.71194247581049,-4.433045270133818,17,5.5,6,14,Brazilian Restaurant
288,Nucleo gral franco,36.7128564665736,-4.446306335195043,4de93f3cd1648c979647cf82,Pizza Real,36.71309395048944,-4.451403395066192,3,8.1,6,4,Pizza Place
289,Nucleo gral franco,36.7128564665736,-4.446306335195043,4d447b60e198721e7d41bc8b,El Árbol,36.709155033160336,-4.4442218542099,4,6.6,5,3,Burger Joint
290,Nuevo san andres 1,36.7017084232921,-4.4515828776988355,534d575a498e45d9c4448d78,Casa Kiki,36.699330664790075,-4.450825452804565,1,7.9,13,2,Bakery
291,Nuevo san andres 1,36.7017084232921,-4.4515828776988355,4c9a5cb878ffa09355d26b75,El Tapeo del Colilla,36.698540962971904,-4.448745678695013,22,7.5,33,24,Spanish Restaurant
292,Nuevo san andres 1,36.7017084232921,-4.4515828776988355,4e47ce6214959d51c174e882,La Bodeguita Fortunata,36.699222312299334,-4.448090810723751,11,6.5,9,12,Seafood Restaurant
293,Nuevo san andres 1,36.7017084232921,-4.4515828776988355,4cdfd9efc4f6a35dd0c1d26c,El Bodegón de Paco,36.70180099277631,-4.448397429820376,4,5.9,6,4,Steakhouse
294,Nuevo san andres 1,36.7017084232921,-4.4515828776988355,4f691295e4b0401845e7429a,Tapería El Aserradero,36.69866104529313,-4.4475378954705445,10,6.4,10,13,Tapas Restaurant
295,Nuevo san andres 1,36.7017084232921,-4.4515828776988355,4ca5049db7106dcb98bc50a5,Telepizza,36.69961668721997,-4.447166919708252,4,6.0,1,0,Pizza Place
296,Campos eliseos,36.7214879962521,-4.4105837399470635,4d68f98d4c46370444839bb3,Aire Gastrobar,36.72112657531889,-4.406455188594739,6,8.0,20,29,Mediterranean Restaurant
297,Campos eliseos,36.7214879962521,-4.4105837399470635,4e0893d262e100e581766be4,Oriental Gong,36.721158,-4.406498,3,7.4,6,5,Asian Restaurant
298,Campos eliseos,36.7214879962521,-4.4105837399470635,4c4064d23735be9a17bc16a4,Pizzeria O'mamma Mia,36.721468790064364,-4.4059880472136195,16,6.9,26,18,Pizza Place
299,Campos eliseos,36.7214879962521,-4.4105837399470635,4da1b3509935a093b440a56f,Chiringuito El Cachalote,36.72008785549535,-4.405267244568821,29,6.8,29,47,Mediterranean Restaurant
300,Campos eliseos,36.7214879962521,-4.4105837399470635,4b8a50fdf964a520266832e3,Burger King,36.71828903703372,-4.409568465637579,4,5.9,9,17,Fast Food Restaurant
301,Campos eliseos,36.7214879962521,-4.4105837399470635,51b48823498e8590ec5dc4b3,Chiringuito Sicsú,36.71735250874106,-4.410523784530599,6,5.9,11,42,Mediterranean Restaurant
302,Pol ctra de cartama,36.71461193765814,-4.450293034776232,4dd8deaad1647fcf3e6de3bb,Casa Kiki,36.71632480650547,-4.451117601746666,10,7.5,27,20,Bakery
303,Pol ctra de cartama,36.71461193765814,-4.450293034776232,4c79722a97028cfac229dbfe,Burger King,36.71496529782016,-4.454877052992753,4,5.6,8,6,Fast Food Restaurant
304,Explanada de la estación,36.71305453222618,-4.431261685595489,4edff3069adf58ec9d75a72a,Restaurante Gallego Candemil,36.714130785217215,-4.426817737319209,3,7.2,6,4,Spanish Restaurant
305,Explanada de la estación,36.71305453222618,-4.431261685595489,4d174244cc216ea8d2026ed3,Wok Directo,36.709471627,-4.42812279,15,6.5,19,46,Asian Restaurant
306,Explanada de la estación,36.71305453222618,-4.431261685595489,4cdbfc41930af04dafb78d97,Romolo y Remo,36.71444434361937,-4.4263226370374396,8,5.9,5,27,Italian Restaurant
307,La caleta,36.720665727952685,-4.403226552582762,4edb9ad3b6344371f84b238f,Restaurant Oasis,36.72180334599949,-4.398435816591178,5,6.3,9,21,Seafood Restaurant
308,Miraflores de los angeles,36.730196403270064,-4.442154257272847,4dc3e5411fc749941277980d,TapeArte,36.72609689921843,-4.443071179108602,12,7.1,11,11,Tapas Restaurant
309,Miraflores de los angeles,36.730196403270064,-4.442154257272847,52fbe384498eb7dded2459cb,Restaurante Tunante,36.72616212011993,-4.444225549790934,10,7.2,14,11,Sushi Restaurant
310,Miraflores de los angeles,36.730196403270064,-4.442154257272847,55faef72498e8a2cd4f39343,McDonald's,36.7299783776779,-4.443971964655157,1,6.2,8,1,Fast Food Restaurant
311,Miraflores de los angeles,36.730196403270064,-4.442154257272847,4e7e4bcfd3e3e0e27ba40931,Rosario's,36.72629596292587,-4.443390369415283,7,6.5,7,2,Burger Joint
312,Miraflores de los angeles,36.730196403270064,-4.442154257272847,4d432e222dd937046e9b267c,Il Panino,36.726340913683494,-4.444131265998711,8,6.4,14,9,Italian Restaurant
313,Miraflores de los angeles,36.730196403270064,-4.442154257272847,4e8f5e057ee60278a569ef60,Tapería Uno Y Medio,36.725779266220194,-4.443119804665345,8,6.3,4,2,Tapas Restaurant
314,Miraflores de los angeles,36.730196403270064,-4.442154257272847,4ed1596c61af476c09be6a47,Cartañam,36.72790854210355,-4.438737257354421,7,5.0,2,3,Burger Joint
315,Jarazmin,36.7250333176237,-4.334558725296536,4b8bba7bf964a520a0a832e3,Venta El Gato,36.72328027457962,-4.336499922184334,5,7.4,12,11,Spanish Restaurant
316,Cerrado de calderon,36.7341639432651,-4.381764512980103,4e04efcba80995c884a0084a,Refectorium El Campanario,36.7345070884277,-4.381037130405041,11,7.9,17,32,Spanish Restaurant
317,Cerrado de calderon,36.7341639432651,-4.381764512980103,54fb1f5d498ed2b260eed2bb,C&C Café del Cerrado,36.7373152655712,-4.380411179307029,8,7.6,9,14,Mediterranean Restaurant
318,Cerrado de calderon,36.7341639432651,-4.381764512980103,4d0fa736a3d9721e9052d0fd,Burger King,36.73781327338894,-4.380545428714546,8,5.4,4,6,Fast Food Restaurant
319,Los chochales,36.664482342957506,-4.476723883393259,4bedc36e4daaa593df2e8f61,La Casita de la Loma,36.666754199796955,-4.474974203269932,26,8.6,45,30,Steakhouse
320,Los chochales,36.664482342957506,-4.476723883393259,4b8bc28af964a520fea932e3,Mesón El Pollo del Tío Paco,36.66730573772989,-4.473389645730403,24,7.4,45,48,Spanish Restaurant
321,Los paredones,36.671740796426704,-4.507330349428204,4d97192861a3a1cd14aaab42,La Parra,36.67256181218971,-4.5098319262506035,4,7.4,8,3,Steakhouse
322,Torre de san telmo,36.723172094812114,-4.38034500224003,53ed2190498e796ff42effa2,Misuto,36.721155,-4.378205,12,8.9,18,23,Sushi Restaurant
323,Torre de san telmo,36.723172094812114,-4.38034500224003,51c8a0c1498eee4938bf59d5,Restaurante Pez Tomillo,36.72102510407634,-4.378294353511834,64,8.6,137,119,Tapas Restaurant
324,Torre de san telmo,36.723172094812114,-4.38034500224003,4c3621cf04cbb7136bffed0d,Restaurante Andrés Maricuchi,36.720866212165525,-4.377178896164542,5,8.2,19,20,Seafood Restaurant
325,Torre de san telmo,36.723172094812114,-4.38034500224003,4c2ba94b57a9c9b6cc43f667,El Cabra,36.72089948374729,-4.376888932989778,12,7.6,26,28,Seafood Restaurant
326,Torre de san telmo,36.723172094812114,-4.38034500224003,4c5c6c392815c9289f05b267,La Paloma Fossil,36.72087311052373,-4.3766005788733535,10,7.4,13,27,Steakhouse
327,Torre de san telmo,36.723172094812114,-4.38034500224003,4bc9a6ad511f952176feadc7,Virguerias,36.72558946407981,-4.381488017601892,6,6.9,8,11,Argentinian Restaurant
328,Torre de san telmo,36.723172094812114,-4.38034500224003,4b8906acf964a520d51832e3,Restaurante El Lirio,36.720926,-4.377498,4,6.7,4,12,Seafood Restaurant
329,Torre de san telmo,36.723172094812114,-4.38034500224003,4db2bee4fa8c350240bc35b9,El Morata,36.720861,-4.377329,4,6.6,7,11,Seafood Restaurant
330,Pedregalejo playa,36.721158944676006,-4.374725035443144,4bae229ff964a5208b883be3,Mafalda,36.72072783925466,-4.371696710644327,18,8.5,29,21,Burger Joint
331,Pedregalejo playa,36.721158944676006,-4.374725035443144,4e048a29b61c7592ae6faaa4,Los Espigones,36.72081906269716,-4.37378998023738,8,7.1,6,11,Seafood Restaurant
332,Pedregalejo playa,36.721158944676006,-4.374725035443144,5683f86b498eecea1d91d5f0,La Machina,36.72094216361448,-4.374633158561222,8,7.0,17,15,New American Restaurant
333,Pedregalejo playa,36.721158944676006,-4.374725035443144,4c14d61ca5eb76b0b249c2b7,El Caleño,36.720863781395124,-4.374020432887191,5,7.0,10,20,Mediterranean Restaurant
334,Pedregalejo playa,36.721158944676006,-4.374725035443144,4d974524af3d236a1fbf1ec7,Cattabia,36.720796535547606,-4.373784689410502,11,6.9,11,14,Spanish Restaurant
335,Pedregalejo playa,36.721158944676006,-4.374725035443144,4baf4977f964a520aff53be3,Restaurante Merlo,36.720361512824105,-4.369993121751872,6,7.3,11,21,Spanish Restaurant
336,Pedregalejo playa,36.721158944676006,-4.374725035443144,4c002eeb92a6c928eecb43e2,Miguelito El Cariñoso,36.720592483248126,-4.3715425235566805,13,6.9,23,53,Mediterranean Restaurant
337,Parque del guadalhorce,36.68079675430509,-4.474324160082416,4beaff43415e20a1c4bfe5bb,Burger King,36.68174062350682,-4.469707767979277,6,5.1,9,7,Fast Food Restaurant
338,Parque tecnológico,36.739301387906615,-4.5536525193942055,4d06105428926ea82ba073c2,Alei Center Restaurant,36.73868697729826,-4.554610969293379,12,5.1,6,8,Mediterranean Restaurant
339,Parque tecnológico,36.739301387906615,-4.5536525193942055,4b7a9baaf964a5204c332fe3,Bolonia,36.736015383652756,-4.555495530360394,12,5.3,12,23,Mediterranean Restaurant
340,Parque tecnológico,36.739301387906615,-4.5536525193942055,4b740ff6f964a52004c62de3,Softfood,36.73869869034216,-4.556361769596248,11,5.0,1,4,Spanish Restaurant
341,Las acacias,36.72073889890786,-4.368448919732299,4c1377b1a5eb76b0c3efbfb7,Los Cuñao,36.719524678501365,-4.367622615534532,20,8.1,32,29,Spanish Restaurant
342,Las acacias,36.72073889890786,-4.368448919732299,4bd43eb977b29c7488479282,Restaurante Hermanos Muñoz,36.719277332536734,-4.3672767313089125,5,7.4,15,23,Seafood Restaurant
343,Las acacias,36.72073889890786,-4.368448919732299,4eb808826da1df9ffb9295c2,La Casita,36.71921109434433,-4.364907166835822,4,8.9,23,5,Café
344,Las acacias,36.72073889890786,-4.368448919732299,4beefa5e6faac9b687a1a9c6,El Rompeolas,36.71974667351846,-4.3680887987372,5,7.2,9,27,Mediterranean Restaurant
345,Las acacias,36.72073889890786,-4.368448919732299,50183911e4b049d39482316a,El Rincón de Graná,36.720113,-4.365304,3,6.6,5,5,Spanish Restaurant
346,Las acacias,36.72073889890786,-4.368448919732299,4cbd9e41d78f46886b84ce73,Las Acacias,36.71959827831711,-4.367802135151504,16,5.8,19,45,Paella Restaurant
347,Las acacias,36.72073889890786,-4.368448919732299,4c095a5a7e3fc92886d4f182,Restaurante Las Palmeras,36.71936805478935,-4.367389432564283,12,5.5,17,37,Seafood Restaurant
0,Los tomillares,36.73613531499235,-4.4776185867509914,4be71683cf200f476141153c,Restaurante Amador,36.73614762902696,-4.474927054650774,12,7.9,19,21,Spanish Restaurant
1,La torrecilla,36.723557459600364,-4.391421167239984,4e21f186d1647406320bf996,Picasso Chiringuito,36.72248165635675,-4.395789528023948,3,8.1,23,22,Mediterranean Restaurant
2,La torrecilla,36.723557459600364,-4.391421167239984,4cd52d30a5b34688644c8c50,Café Miramar Martiricos,36.723337789469646,-4.396086931228638,2,6.4,4,5,Café
3,El drago,36.724718989251926,-4.360409210757788,4d0b33666c51a14358c7a835,Roper,36.7206661749177,-4.360541126505727,4,6.8,4,3,Café
4,El higueral,36.696453366073,-4.461608833635885,4beff740d4e4d13a67b315a7,Restaurante Japonés Fujiyama,36.69472012943349,-4.46125772579433,15,6.5,15,48,Japanese Restaurant
5,El higueral,36.696453366073,-4.461608833635885,50cc7a63e4b0f94b2fd065a8,MaxiTapas,36.69311,-4.458731,5,5.7,5,6,Tapas Restaurant
6,Cortijo bazan,36.7457792964764,-4.413061421467922,4e636e4f1495676d5628128e,Trepaollas,36.74597510340484,-4.409281613123344,13,7.1,30,25,Spanish Restaurant
7,Peinado grande,36.74484731808194,-4.406080596951819,4baf4c1bf964a52041f63be3,Ventorrillo de Santa Clara,36.749035946372416,-4.407032490249235,20,7.0,20,40,Spanish Restaurant
8,Parq emp alameda,36.70991170759711,-4.469189917793958,4cdd9f947e2e236abe0a7a1b,Ou Bin City,36.71142870513656,-4.468558470370028,4,5.6,5,7,Chinese Restaurant
9,Parq emp alameda,36.70991170759711,-4.469189917793958,536bab69498e72102f2e51a4,KFC,36.71305554568294,-4.4720887071962565,18,6.0,36,24,Fast Food Restaurant
10,Parq emp alameda,36.70991170759711,-4.469189917793958,4b4745fdf964a520f02d26e3,McDonald's,36.71190053026652,-4.467352942936481,23,5.7,50,43,Fast Food Restaurant
11,San miguel,36.733330760907,-4.419617029171938,4bdec34617fdef3b30a64e36,Bocateria Los Delfines,36.73124171312266,-4.42068662185336,10,6.1,3,7,Sandwich Place
12,Pilar del prado,36.7214859955188,-4.533731062412488,4cb73abfe262b60c0ec174e0,Novocafe,36.72329244178916,-4.537971306193042,6,5.6,6,7,Café
13,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,4ba25df9f964a520cef137e3,Lamoraga Aeropuerto,36.67686229355302,-4.4915822282680535,5,7.5,5,18,Gastropub
14,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,51dbeebc498e788e0a7a61d4,Dani Garcia Deli Bar,36.67674754592806,-4.491679962948659,9,6.0,12,26,Burger Joint
15,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,4c1b6809c09ed13a5a78828e,Caviar House & Prunier,36.67673166718815,-4.491891736711997,0,6.3,5,14,Seafood Restaurant
16,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,4d91878c033ba35dca05720d,Upper Crust,36.67709927119488,-4.4931228339512455,8,5.3,20,19,Café
17,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,4ba226fef964a52092df37e3,BK Whopper Bar,36.67670095652715,-4.491449826002092,6,5.4,4,3,Fast Food Restaurant
18,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,4dfe6d158877333e195c0723,Soho Coffee Co.,36.67671457151438,-4.491901398323621,11,5.2,9,16,Café
19,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,4c4c8eee9c8d2d7fdd3a996c,Dehesa Santa Maria,36.67783258883378,-4.494727072439081,5,4.8,1,9,Spanish Restaurant
20,Aeropuerto base aerea,36.67805149158588,-4.4952561409223835,4d5a38c524466ea8798f7f9f,Burger King,36.6767451839942,-4.491826207361207,12,4.6,11,43,Fast Food Restaurant
21,Centro de ocio,36.65935862557317,-4.478762438044848,50699e14e4b08d6e208acc6a,Restaurante Ikea,36.6581871465292,-4.482701487488716,4,6.4,12,21,Buffet
22,Centro de ocio,36.65935862557317,-4.478762438044848,4c9e4eeb0313370495ad67d5,Foster's Hollywood,36.65638027247458,-4.4790834598023554,37,6.0,53,112,American Restaurant
23,Centro de ocio,36.65935862557317,-4.478762438044848,4cfaabd77945224b698e81e7,Smilo,36.65644943268812,-4.479171220634319,9,5.8,8,15,Italian Restaurant
24,Centro de ocio,36.65935862557317,-4.478762438044848,51fa3c6f498e867751763fcb,La Posada De Brasil,36.655846819017725,-4.479248229637775,10,6.2,13,9,Brazilian Restaurant
25,Centro de ocio,36.65935862557317,-4.478762438044848,4c9a58e7292a6dcbda23ce76,Brutus,36.65649985824728,-4.479187053978312,9,4.9,8,21,Burger Joint
26,El torcal,36.70021734869263,-4.447859257264187,4d93781fb189721e0bb3382a,Tapería Bakalito,36.70193603412647,-4.445260248803268,3,6.6,6,7,Snack Place
27,El torcal,36.70021734869263,-4.447859257264187,4c386b5a3849c9288d65bfb1,Domino's Pizza,36.69735748098252,-4.448692768839383,9,6.1,13,13,Pizza Place
28,Los paseros,36.65838226867776,-4.487709753695858,52daf8c411d2db16bbd891f1,Buffet Asiel,36.6571495016217,-4.486973127920211,8,6.4,19,19,Asian Restaurant
29,Los paseros,36.65838226867776,-4.487709753695858,4d2874d33c795481ef49ce9b,Burger King,36.657450483412966,-4.486681391663532,7,5.6,12,10,Fast Food Restaurant
30,Los paseros,36.65838226867776,-4.487709753695858,4cdac3024006a14355e3d3b2,McDonald's,36.65839691702594,-4.484915503436181,11,5.9,30,19,Fast Food Restaurant
31,Hacienda roldan,36.72355332398402,-4.466033158204738,500aa92ae4b0546b28a4732b,Mesón Agustín El Picoteo,36.726261137208176,-4.469058437209382,3,8.4,16,4,Tapas Restaurant
32,Hacienda roldan,36.72355332398402,-4.466033158204738,4cfe90b1d7206ea89e094f69,Club Japones,36.72640028963819,-4.465681896044019,14,7.0,18,26,Japanese Restaurant
33,Hacienda roldan,36.72355332398402,-4.466033158204738,54022f3f498e150d888c961c,Palodú Gastrobar,36.72535451236964,-4.4621166569901645,7,7.4,14,18,Tapas Restaurant
34,Hacienda roldan,36.72355332398402,-4.466033158204738,4dce77b4c65bdac713612b7a,Mustang,36.72623100486219,-4.47044843684497,9,5.4,5,8,Tapas Restaurant
35,Pol com pacifico,36.68718215964208,-4.446124437557118,51503c4be4b02f70eaced32c,Jesús Gutiérrez - Amitabha,36.686394382405,-4.443990948683035,12,7.3,25,38,Gastropub
36,Pol com pacifico,36.68718215964208,-4.446124437557118,4df35916b61cbd3ec01abcfc,Bar Mesón Paco,36.68887609171053,-4.448043096270104,14,7.6,20,16,Spanish Restaurant
37,Pol com pacifico,36.68718215964208,-4.446124437557118,4c76c113d06b224bf54bfcd6,L'Álbero,36.69092758023831,-4.44721080773887,13,8.1,20,11,Pizza Place
38,Pol com pacifico,36.68718215964208,-4.446124437557118,573e1d25498e976bf2fcef9f,Nómadas Burger,36.69070344713795,-4.447057767818317,12,7.6,21,19,Burger Joint
39,Pol com pacifico,36.68718215964208,-4.446124437557118,4db963e94df0ded98bd0930e,El Botijo,36.690295482985675,-4.4456145,6,7.2,8,6,Steakhouse
40,Pol com pacifico,36.68718215964208,-4.446124437557118,4c385f4c18e72d7fec2e18f5,Chiringuito Vicen-Playa,36.68323114900234,-4.445915636980703,12,6.6,13,14,Seafood Restaurant
41,Pol com pacifico,36.68718215964208,-4.446124437557118,4bf7cee28d30d13a2e88ff17,Bella Vista Mare,36.689809,-4.442484,6,6.8,4,6,Italian Restaurant
42,Pol com pacifico,36.68718215964208,-4.446124437557118,4c94b48703413704dc3e74ef,Chiringuito Casa Lucas,36.68807739054579,-4.443089462247217,4,6.1,5,12,Seafood Restaurant
43,Pol com pacifico,36.68718215964208,-4.446124437557118,4e3d39de1838cb1b82ecf28c,Pizzorante Bellavista Mare,36.68985424997887,-4.442409386229074,13,6.0,13,36,Pizza Place
44,Pol com pacifico,36.68718215964208,-4.446124437557118,4d91ba10270e6ea8d0e858ff,Burger Scooby,36.691085119391666,-4.444805542134987,2,6.0,4,3,Burger Joint
45,Pol com pacifico,36.68718215964208,-4.446124437557118,4e45aaf77d8b91a06584bd40,Pata Negra,36.690810585885764,-4.444843825822153,4,5.8,4,10,Spanish Restaurant
46,Pol com pacifico,36.68718215964208,-4.446124437557118,5309f250498e04ed32f8368b,La Campana Playa,36.689772999953725,-4.442082890694284,6,5.7,13,24,Seafood Restaurant
47,Pol com pacifico,36.68718215964208,-4.446124437557118,4c42ecbcff711b8d15341405,Papulinos III,36.69030699322083,-4.449563603702069,5,5.6,5,5,Steakhouse
48,Pol com pacifico,36.68718215964208,-4.446124437557118,4d749bfc0a22236ab0cc3702,Cafeteria Duran-Duran,36.69047399089138,-4.445027028266686,8,5.5,4,3,Breakfast Spot
49,Ind la termica,36.68208210150582,-4.447621083054837,4d8f1423d00a6ea8676fc74f,Merendero Litoral,36.68025812498748,-4.445938765670515,27,7.4,26,66,Mediterranean Restaurant
50,Ind la termica,36.68208210150582,-4.447621083054837,4ff743e9e4b009b18f27ebd8,Merendero Ginés,36.68212376982255,-4.444894034037476,6,5.7,6,7,Seafood Restaurant
51,San andres,36.69276231788522,-4.441638502767253,4d29c407849f3704c1b38141,Pizzeria Lo Spuntino,36.6913534536697,-4.443461493593788,25,9.0,59,20,Italian Restaurant
52,San andres,36.69276231788522,-4.441638502767253,4b519e02f964a520e75027e3,Gutiérrez Playa,36.69453441824803,-4.438970227850305,22,8.0,45,74,Seafood Restaurant
53,San andres,36.69276231788522,-4.441638502767253,4ddbaefcfa7637ab73dfdbd3,El Envero,36.6948362620114,-4.4432756128258815,6,8.0,16,19,Spanish Restaurant
54,San andres,36.69276231788522,-4.441638502767253,4cd679d1a42b236a380af608,Pastelería Ávila,36.69484048077934,-4.441985043535063,15,7.7,27,14,Bakery
55,San andres,36.69276231788522,-4.441638502767253,4c2d29983a4d0f47496fe386,Rocío Tapas y Sushi,36.691620491084755,-4.443913093882549,77,7.0,59,127,Sushi Restaurant
56,San andres,36.69276231788522,-4.441638502767253,4cfa35bd2d80a143141843d8,Tita Che,36.691365360648135,-4.443616473362712,13,7.0,20,15,Spanish Restaurant
57,San andres,36.69276231788522,-4.441638502767253,53b5931f498ee296db4b3396,Pizzería Di Carlo,36.69363192808559,-4.440064045796879,9,6.9,17,6,Pizza Place
58,San andres,36.69276231788522,-4.441638502767253,4b770eb3f964a520d8782ee3,La Piccolina,36.69211466517057,-4.445859934239416,11,7.1,11,18,Italian Restaurant
59,San andres,36.69276231788522,-4.441638502767253,51f6cea4498ed573672b0af8,Cafetería-Burguer Eclipse,36.69436771581969,-4.444592461165416,4,6.4,7,8,Burger Joint
60,San andres,36.69276231788522,-4.441638502767253,4d8f35f51716a143c5c244f7,Vista Suiza II,36.69310158530723,-4.443966982194866,7,6.2,8,12,Mediterranean Restaurant
61,San andres,36.69276231788522,-4.441638502767253,4c683db95fae20a1caff48a6,Campo de Arroz,36.69165935912,-4.444635613027734,18,6.3,13,17,Chinese Restaurant
62,San andres,36.69276231788522,-4.441638502767253,54ce360c498e4249449bff76,Hombre Lobo Grill,36.692814895289594,-4.4408028399563815,8,5.9,7,6,American Restaurant
63,San andres,36.69276231788522,-4.441638502767253,4db32f9343a1369cb59d8a6d,Chiringuito María,36.69136029599211,-4.441140621463727,13,5.8,14,40,Seafood Restaurant
64,San andres,36.69276231788522,-4.441638502767253,5447f95e498e49ee7c7ddeae,restaurante Ryugin,36.69350921324332,-4.440647038980487,4,5.7,5,4,Asian Restaurant
65,San andres,36.69276231788522,-4.441638502767253,4c4dd98792b6a5930522fa6e,Chiringuito Escribano,36.69285734650784,-4.439975111527402,10,5.5,9,23,Seafood Restaurant
66,La paz,36.69466587530869,-4.44999334085441,4c646d5e3f69c9b6b38988d9,Casa Marina Nieblas,36.694932413758956,-4.4499228810090665,13,8.5,30,20,Mediterranean Restaurant
67,La paz,36.69466587530869,-4.44999334085441,4d6a5fa9b8d5cbff27d594a2,Café Bar Arriate,36.69380570273473,-4.449421839233811,6,8.4,13,53,Spanish Restaurant
68,La paz,36.69466587530869,-4.44999334085441,4d55ad3748ea6ea8e1bdd7a3,El Paponazo,36.69388166616234,-4.448722218234716,18,7.5,22,15,Burger Joint
69,La paz,36.69466587530869,-4.44999334085441,4c9266071adc3704993c38d1,Belmonte Asador de Pollos,36.694091075894065,-4.450136646707239,4,7.2,5,1,Spanish Restaurant
70,La paz,36.69466587530869,-4.44999334085441,4bb3011e715eef3b38e285bb,Bar Hermanos Rodriguez,36.69564582456179,-4.450196058979342,9,6.9,6,19,Café
71,La paz,36.69466587530869,-4.44999334085441,51d6c864498ed970997130e6,Campana El Cenachero,36.69466299262132,-4.4496038170466266,3,6.4,3,13,Seafood Restaurant
72,La paz,36.69466587530869,-4.44999334085441,4d67b4f12433a14344364fe0,Wok La Paz,36.691941450001615,-4.451067603367712,17,5.6,16,24,Asian Restaurant
73,Cortijo de torres,36.70500061726778,-4.455954402826736,4e3ee66845dd68e3274cf422,Ipanema,36.709212857056,-4.454828823601433,3,5.7,4,2,Burger Joint
74,Santa cristina,36.71118067008503,-4.456638944997549,4f2982a4e4b083b610eb1e5e,Cafetería El Corte Inglés,36.70921938310887,-4.460737370268676,2,5.9,4,7,Café
75,San rafael,36.70924707794775,-4.44909121979219,4c2c3b33d1a10f47a23af964,Bar Los Locos,36.70557036007871,-4.4481868176095345,7,5.5,4,10,Breakfast Spot
76,La encarnacion,36.725549879647325,-4.44813639968576,4d75f949004b370429f9fb93,Cafeteria-bar Juani,36.72361297320252,-4.451286792755127,6,7.0,6,7,Café
77,La encarnacion,36.725549879647325,-4.44813639968576,4d99bbad2bd6f04dd3778450,Restaurante Al-Andalus,36.72236914951659,-4.4485351201416865,14,5.6,5,12,Spanish Restaurant
78,El romeral,36.72117152427656,-4.475025124456899,52657bd311d206f2f0648805,PadThaiWok Málaga - Teatinos,36.722697353773775,-4.477112951385111,31,8.2,32,23,Thai Restaurant
79,El romeral,36.72117152427656,-4.475025124456899,4c65b1707abde21ec4746168,Kebab Hits,36.72088612523174,-4.474787925655441,5,7.3,4,2,Falafel Restaurant
80,El romeral,36.72117152427656,-4.475025124456899,4bafd721f964a52019253ce3,Dallas,36.72095070632866,-4.474811445999931,8,7.5,7,3,Burger Joint
81,El romeral,36.72117152427656,-4.475025124456899,57fe25dc498e765c2134853a,Soho Café & Lounge,36.721446,-4.479889,5,8.2,8,4,Burrito Place
82,El romeral,36.72117152427656,-4.475025124456899,4ed0f6a39a52262b836026fe,Patagonia Asador Argentino,36.72142366642343,-4.4728480881698625,20,7.0,22,18,Argentinian Restaurant
83,El romeral,36.72117152427656,-4.475025124456899,4c7f9f87171b224b403f11b1,El Marisqueo de Teatinos,36.722339256088695,-4.477396125673671,27,6.7,46,42,Seafood Restaurant
84,El romeral,36.72117152427656,-4.475025124456899,5283938a11d22c83858af2d4,The Monkeys Málaga,36.723091616605885,-4.476918448567301,9,6.9,12,16,Spanish Restaurant
85,El romeral,36.72117152427656,-4.475025124456899,4dceda6fc65bdac7136c830c,La Biznaga,36.72156988087967,-4.47621749712497,15,6.7,14,173,Spanish Restaurant
86,El romeral,36.72117152427656,-4.475025124456899,4c80f3e2d8086dcb63f06752,Lochi,36.72105679837041,-4.474556956672017,20,6.5,25,25,Café
87,El romeral,36.72117152427656,-4.475025124456899,4ca78bed931bb60cd1969ee2,Pizzería La Pizza,36.723585905206264,-4.474686025364636,44,6.5,34,39,Pizza Place
88,El romeral,36.72117152427656,-4.475025124456899,4de944f6c65b72347a25b7fa,El Montecito,36.72148937041537,-4.479117107849347,6,6.7,6,9,Tapas Restaurant
89,El romeral,36.72117152427656,-4.475025124456899,50788362e4b0602b6208d90a,El Refugio,36.723251368170736,-4.479264333208797,3,6.9,6,10,Tapas Restaurant
90,El romeral,36.72117152427656,-4.475025124456899,526ed28f11d28ddfa5283375,La Proa de Teatinos,36.72267613055292,-4.477142025134526,11,6.2,8,74,Seafood Restaurant
