,Barrio,Latitud_barrio,Longitud_barrio,IdRest,Lugar,Latitud_lugar,Longitud_lugar,Categoría
0,Cañada de ceuta,36.65180983719051,-4.514195764753591,4b5b115af964a520e9e128e3,Pizzorante Bellavista,36.65201274260927,-4.512790619346746,Pizza Place
1,Cañada de ceuta,36.65180983719051,-4.514195764753591,4be6ac16bcef2d7f365805e5,Los Pinos del Coto,36.65042063213245,-4.517435431480408,Restaurant
2,San juan-el albaricocal,36.66252897249015,-4.513345371863145,4cc2d74001fb236a3d6ba1ba,La Cónsula,36.66334470643462,-4.508297095961079,Mediterranean Restaurant
3,San juan-el albaricocal,36.66252897249015,-4.513345371863145,4d73a20e946b6dcb77d44e7a,La Taberna del Panadero,36.66119650757958,-4.514748709568852,BBQ Joint
4,San juan-el albaricocal,36.66252897249015,-4.513345371863145,5a771adc9ba3e5792abdba55,Mesón Asador Viñolo,36.661131,-4.514523,BBQ Joint
5,San juan-el albaricocal,36.66252897249015,-4.513345371863145,4dc3f2277d8b14fb46038e58,Restaurante El Panadero,36.661063985755966,-4.514819168268572,Spanish Restaurant
6,La rosaleda,36.73534587506526,-4.427376985289309,4ce692d3e1eeb60c04a197ae,Mesón Los Robles de León,36.73310862228418,-4.429294889774708,BBQ Joint
7,La rosaleda,36.73534587506526,-4.427376985289309,4cc156a256bda0930b43eb35,Bar Rosaleda,36.73249638939858,-4.428271982849328,Café
8,La rosaleda,36.73534587506526,-4.427376985289309,4de501b8c65b7a3e2156e206,Restaurante Ruance,36.73497121395819,-4.423692568463974,Mediterranean Restaurant
9,La rosaleda,36.73534587506526,-4.427376985289309,4c2e231a3a4d0f47f308e586,McDonald's,36.73394382097734,-4.431336143387885,Fast Food Restaurant
10,La rosaleda,36.73534587506526,-4.427376985289309,4de3f0757d8b2547eb275d92,El rincon de Cruz Blanca,36.7343754561157,-4.431520907443681,Tapas Restaurant
11,La rosaleda,36.73534587506526,-4.427376985289309,4d232106e56f6ea87caa8a1d,Gambrinus,36.73414917650559,-4.431787231779148,Restaurant
12,La rosaleda,36.73534587506526,-4.427376985289309,4dc41cfad22dafda2f8292dc,Jamaica Café,36.73434390337642,-4.432071504023709,Café
13,503 viviendas,36.73906615028461,-4.428161372179116,4c684e715fae20a1e83749a6,Pizzeria Picasso,36.73864332615829,-4.42281781167618,Burger Joint
14,503 viviendas,36.73906615028461,-4.428161372179116,50757522e4b0e79f70097052,Av. Simón Bolívar,36.7398898,-4.4311678,Mediterranean Restaurant
15,503 viviendas,36.73906615028461,-4.428161372179116,4fc761a4e4b01b357e9627f3,Restaurante Marisquería Málaga Doramar,36.737991377655995,-4.423034396987494,Seafood Restaurant
16,503 viviendas,36.73906615028461,-4.428161372179116,52ef7585498e4f0b8102c8e6,McDonald's,36.738739967560015,-4.4335309351331595,Fast Food Restaurant
17,La palmilla,36.740912488441396,-4.429205268077108,50757522e4b0e79f70097052,Av. Simón Bolívar,36.7398898,-4.4311678,Mediterranean Restaurant
18,La palmilla,36.740912488441396,-4.429205268077108,4e1ad3ced22d5122589903e4,El Paseo,36.743630236361696,-4.426546413179873,Breakfast Spot
19,La palmilla,36.740912488441396,-4.429205268077108,4ee20ec7e4b0413f5ca4ca52,La Mamma Lola,36.74382737123109,-4.4264861191133456,Italian Restaurant
20,La palmilla,36.740912488441396,-4.429205268077108,552d725d498e2b0d91cb450f,Carnicería Shawarma Fátima,36.744112,-4.426903,Moroccan Restaurant
21,La palmilla,36.740912488441396,-4.429205268077108,52ef7585498e4f0b8102c8e6,McDonald's,36.738739967560015,-4.4335309351331595,Fast Food Restaurant
22,La palmilla,36.740912488441396,-4.429205268077108,4f605449e4b039b6756178ee,Cafe Bar Paco,36.73965250192822,-4.423948805348788,Breakfast Spot
23,La palmilla,36.740912488441396,-4.429205268077108,4ea6827c7ee5bebc94abaf75,Restaurante El Jardin Cafeteria,36.74300489203167,-4.424245237784485,Breakfast Spot
24,Virreina,36.741386270373916,-4.42649557937757,4c684e715fae20a1e83749a6,Pizzeria Picasso,36.73864332615829,-4.42281781167618,Burger Joint
25,Virreina,36.741386270373916,-4.42649557937757,4e1ad3ced22d5122589903e4,El Paseo,36.743630236361696,-4.426546413179873,Breakfast Spot
26,Virreina,36.741386270373916,-4.42649557937757,4ee20ec7e4b0413f5ca4ca52,La Mamma Lola,36.74382737123109,-4.4264861191133456,Italian Restaurant
27,Virreina,36.741386270373916,-4.42649557937757,5205402d8bbd254cc5abf332,Restaurante Las Golondrinas,36.74304103170893,-4.422801733016968,Spanish Restaurant
28,Virreina,36.741386270373916,-4.42649557937757,4d866e689324236a2b70e30e,Cafetería Kivi,36.74531660576675,-4.426586609261932,Snack Place
29,Herrera oria,36.74024652403585,-4.424306192564139,4c684e715fae20a1e83749a6,Pizzeria Picasso,36.73864332615829,-4.42281781167618,Burger Joint
30,Herrera oria,36.74024652403585,-4.424306192564139,5205402d8bbd254cc5abf332,Restaurante Las Golondrinas,36.74304103170893,-4.422801733016968,Spanish Restaurant
31,Herrera oria,36.74024652403585,-4.424306192564139,4e1ad3ced22d5122589903e4,El Paseo,36.743630236361696,-4.426546413179873,Breakfast Spot
32,Herrera oria,36.74024652403585,-4.424306192564139,4ee20ec7e4b0413f5ca4ca52,La Mamma Lola,36.74382737123109,-4.4264861191133456,Italian Restaurant
33,Virreina alta,36.74288207114895,-4.433024899696245,50757522e4b0e79f70097052,Av. Simón Bolívar,36.7398898,-4.4311678,Mediterranean Restaurant
34,Virreina alta,36.74288207114895,-4.433024899696245,52ef7585498e4f0b8102c8e6,McDonald's,36.738739967560015,-4.4335309351331595,Fast Food Restaurant
35,26 de febrero,36.741873104602874,-4.42883391213186,4e1ad3ced22d5122589903e4,El Paseo,36.743630236361696,-4.426546413179873,Breakfast Spot
36,26 de febrero,36.741873104602874,-4.42883391213186,4ee20ec7e4b0413f5ca4ca52,La Mamma Lola,36.74382737123109,-4.4264861191133456,Italian Restaurant
37,26 de febrero,36.741873104602874,-4.42883391213186,50757522e4b0e79f70097052,Av. Simón Bolívar,36.7398898,-4.4311678,Mediterranean Restaurant
38,26 de febrero,36.741873104602874,-4.42883391213186,552d725d498e2b0d91cb450f,Carnicería Shawarma Fátima,36.744112,-4.426903,Moroccan Restaurant
39,26 de febrero,36.741873104602874,-4.42883391213186,4ea6827c7ee5bebc94abaf75,Restaurante El Jardin Cafeteria,36.74300489203167,-4.424245237784485,Breakfast Spot
40,26 de febrero,36.741873104602874,-4.42883391213186,4d866e689324236a2b70e30e,Cafetería Kivi,36.74531660576675,-4.426586609261932,Snack Place
41,26 de febrero,36.741873104602874,-4.42883391213186,4e9fdfc32c5b9f62faf09fbe,Valdivia,36.74292447597233,-4.423958853879061,Diner
42,Olletas,36.73313200223754,-4.415375311712063,4cc19d1ded0337049d81af23,Restaurante Nerva Café,36.729846453431946,-4.414884987256779,Spanish Restaurant
43,Olletas,36.73313200223754,-4.415375311712063,4c7c097f81bca0935bf50415,Valdi,36.7320684376893,-4.415390590203627,Sandwich Place
44,Olletas,36.73313200223754,-4.415375311712063,4c8f57efad70a1438ca3900f,Domino's Pizza,36.73339576095718,-4.4157501124285155,Pizza Place
45,Olletas,36.73313200223754,-4.415375311712063,4c0e9e025ab6c9b6d90ff0fe,Telepizza,36.73472709999999,-4.415827989578247,Pizza Place
46,Olletas,36.73313200223754,-4.415375311712063,4e4d0c18d4c083e964914fe5,Enrique Y Paco,36.73138906723023,-4.415699598345588,Restaurant
47,Olletas,36.73313200223754,-4.415375311712063,5529325b498ea8f3dc518361,Bar Pepe,36.73264494914682,-4.414923794433424,Tapas Restaurant
48,Olletas,36.73313200223754,-4.415375311712063,4c718fc3ad69b60c534f81b9,Burguer Mafalda,36.73369098687555,-4.415785751327364,Burger Joint
49,Olletas,36.73313200223754,-4.415375311712063,4d1262fbf898b1f7c066d881,Bar Coin,36.73213298667165,-4.416232090984908,Café
50,Olletas,36.73313200223754,-4.415375311712063,4df7a53ac65b87473b07e88d,La Canasta,36.73434190268872,-4.415794912597723,Bakery
51,Olletas,36.73313200223754,-4.415375311712063,4e438f70e4cd394059ded928,El Cañon,36.73040901135389,-4.414966173762753,Food
52,Olletas,36.73313200223754,-4.415375311712063,4e3bf082fa76455375a2d5ab,Café Bar Los Alcaides,36.7359672923543,-4.416196926213255,Breakfast Spot
53,Olletas,36.73313200223754,-4.415375311712063,4bdec2c417fdef3b0ea64e36,El Pikón,36.72975530761688,-4.417301581449945,Restaurant
54,Olletas,36.73313200223754,-4.415375311712063,4cecdbf8ed62721e7a8852fd,Bocatería Lex Flavia,36.72971034377098,-4.418007942069263,Sandwich Place
55,Olletas,36.73313200223754,-4.415375311712063,4da43d8d7aee54811230f9fe,Panadería Astorga,36.72960522967375,-4.4182264737071755,Bakery
56,Olletas,36.73313200223754,-4.415375311712063,4babe7aaf964a520eed33ae3,Burguer Don Papón,36.73505277246706,-4.4158326884549615,Burger Joint
57,Jardin de la abadia,36.70599007982975,-4.433653807808649,4e8625e1cc210aef909cdc6e,Chupytira,36.70360171195692,-4.434256213957099,Seafood Restaurant
58,Jardin de la abadia,36.70599007982975,-4.433653807808649,50fffe6ee0e2c5d3847f28f6,Asador Iñaki,36.70912103810216,-4.4338585571433535,Spanish Restaurant
59,Jardin de la abadia,36.70599007982975,-4.433653807808649,4cceb96ec0378cfaeb519548,Gianni Ristorante Pizzeria,36.70418278212722,-4.434078680750868,Italian Restaurant
60,Jardin de la abadia,36.70599007982975,-4.433653807808649,4d29c875c406721e8c207eb6,Bar Tano,36.70603542025274,-4.436848985857187,BBQ Joint
61,Jardin de la abadia,36.70599007982975,-4.433653807808649,4bddd6d2e75c0f477dd0c503,Cantina Mexicana Tacos,36.70432560150088,-4.434571154067436,Mexican Restaurant
62,Jardin de la abadia,36.70599007982975,-4.433653807808649,55b92b40498e938bc714f7ea,Gran Sushi,36.70346359868174,-4.434133958142559,Sushi Restaurant
63,Jardin de la abadia,36.70599007982975,-4.433653807808649,51992929498ec5c56afd45a2,Ocean's,36.7033746014035,-4.43397700010331,Tapas Restaurant
64,Jardin de la abadia,36.70599007982975,-4.433653807808649,4e9ada827ee539c857550843,Casa Juan,36.703817211586255,-4.433485708681,Restaurant
65,Jardin de la abadia,36.70599007982975,-4.433653807808649,4e00ffad1838cb6a1acc97e8,Chopp,36.704008001226526,-4.4338173702165475,Tapas Restaurant
66,Jardin de la abadia,36.70599007982975,-4.433653807808649,4f8b06e2e4b0ab5c8962545c,Cafe de Dueñas,36.70446721864647,-4.435359440386868,Breakfast Spot
67,Jardin de la abadia,36.70599007982975,-4.433653807808649,4c4c25d19c8d2d7f3d4bfe6b,Burguer Mortadelo,36.70572941594323,-4.435435505931747,Burger Joint
68,Jardin de la abadia,36.70599007982975,-4.433653807808649,4bb5da902f70c9b6c38f8430,Rocamar,36.70351684156636,-4.432415360516026,Spanish Restaurant
69,Jardin de la abadia,36.70599007982975,-4.433653807808649,503cd64de4b094c6146e150f,Tapería Carlos,36.705093914508936,-4.434706836286553,Burger Joint
70,Jardin de la abadia,36.70599007982975,-4.433653807808649,4d7a93a7e540f04d854215dc,Mas Kebab's,36.70433656142146,-4.435309872527507,Fast Food Restaurant
71,Jardin de la abadia,36.70599007982975,-4.433653807808649,4c0a4e1d009a0f47551ce9bf,La Bodeguita,36.70359368664701,-4.43422791820367,Sushi Restaurant
72,Jardin de la abadia,36.70599007982975,-4.433653807808649,4f92a87ee4b0324618d1343f,Chiringuito Pedro Gutiérrez,36.702066004447104,-4.433452151696068,Seafood Restaurant
73,Jardin de la abadia,36.70599007982975,-4.433653807808649,4d8a206476e1236a70611343,La Oriental,36.70848639876109,-4.433155168485065,Café
74,Jardin de la abadia,36.70599007982975,-4.433653807808649,5028094ee4b0b57d725f6fe8,100 Montaditos,36.70364410796687,-4.433375155291965,Sandwich Place
75,Jardin de la abadia,36.70599007982975,-4.433653807808649,4f1a7bd2e4b08382311847d7,victoria,36.70216219200828,-4.434897797028729,Café
76,Haza del campillo,36.72505748757263,-4.43737911517585,4d8d08ddc1b1721eec330f46,Marisquería Pelayo,36.72326899338236,-4.432404041290283,Seafood Restaurant
77,Haza del campillo,36.72505748757263,-4.43737911517585,4d28d939849f370416577841,Rosario's,36.721419839598205,-4.435257978414719,Burger Joint
78,Haza del campillo,36.72505748757263,-4.43737911517585,4e34069818a8efdb175f77ea,Carpanta,36.72723254759418,-4.437626599853941,Burger Joint
79,Haza del campillo,36.72505748757263,-4.43737911517585,4c7bf8a993ef236addeeb60f,Taberna Los Barrigones,36.7215230603815,-4.434672465969616,Tapas Restaurant
80,Haza del campillo,36.72505748757263,-4.43737911517585,4e5b6bda18388cd5cbbc340e,Café Bar Churrería La Cacería,36.72715806731288,-4.434919272302779,Spanish Restaurant
81,Haza del campillo,36.72505748757263,-4.43737911517585,4c6d9ff0d5c3a1cd4c08c62b,Ipanema,36.723652,-4.438625,Burger Joint
82,Haza del campillo,36.72505748757263,-4.43737911517585,4f62414de4b07ccaa6353a11,Rigoletto,36.72204760202372,-4.4391845422135745,Pizza Place
83,Haza del campillo,36.72505748757263,-4.43737911517585,4cdbb6c3df986ea84cd6cb16,Café Bar Martos,36.722616125,-4.440718374999999,Café
84,Haza del campillo,36.72505748757263,-4.43737911517585,4cb0d28dc5e6a1cd51bad8f6,El Tiburón Taurino,36.723131401022926,-4.43347692489624,Restaurant
85,La consula,36.66399201652813,-4.510590910885625,4dce496ac65bdac7135d2722,Cafetería Churrería El Artesano,36.66380532006679,-4.505109343554513,Café
86,La consula,36.66399201652813,-4.510590910885625,5234d4c6498e229caa71ae70,MEDITERRANEAN bocados redondos,36.662884399363755,-4.505186282346197,Burger Joint
87,La consula,36.66399201652813,-4.510590910885625,4fad7ca9e4b00911a740e1bd,Restaurante La Parada,36.666118,-4.509298,BBQ Joint
88,La consula,36.66399201652813,-4.510590910885625,4dc3f2277d8b14fb46038e58,Restaurante El Panadero,36.661063985755966,-4.514819168268572,Spanish Restaurant
89,Seminario,36.732496398362095,-4.410039337076125,4c7c097f81bca0935bf50415,Valdi,36.7320684376893,-4.415390590203627,Sandwich Place
90,Seminario,36.732496398362095,-4.410039337076125,53a7d1ed498ef39b365bc6d5,Cafetería El Ternero,36.734726,-4.408752,Cafeteria
91,Seminario,36.732496398362095,-4.410039337076125,4f82e8d6e4b0bf6ccbc6882e,D Quina,36.73477031790542,-4.406979529561465,Spanish Restaurant
92,Seminario,36.732496398362095,-4.410039337076125,5529325b498ea8f3dc518361,Bar Pepe,36.73264494914682,-4.414923794433424,Tapas Restaurant
93,Seminario,36.732496398362095,-4.410039337076125,4e438f70e4cd394059ded928,El Cañon,36.73040901135389,-4.414966173762753,Food
94,Ensanche centro,36.71700711342794,-4.420589585684885,5690d277498e979c7ef1b953,Santa Canela,36.716856,-4.423319,Breakfast Spot
95,Ensanche centro,36.71700711342794,-4.420589585684885,58e40f20326c5a26e154a24c,Kirei,36.717125,-4.420753,Sushi Restaurant
96,Ensanche centro,36.71700711342794,-4.420589585684885,557ec82a498e1a9642eb7421,Nacalú,36.71937,-4.420385,Tapas Restaurant
97,Ensanche centro,36.71700711342794,-4.420589585684885,4c25e727136d20a13754e461,Marisquería Los Mellizos,36.718752706751886,-4.420867898319624,Seafood Restaurant
98,Ensanche centro,36.71700711342794,-4.420589585684885,4c68563531ba2d7f8f85f772,La Reserva 12,36.71931399002083,-4.420328561421043,Spanish Restaurant
99,Ensanche centro,36.71700711342794,-4.420589585684885,4b9cbd43f964a5201b7936e3,Lo Güeno de Strachan,36.71967281875966,-4.420382644234151,Tapas Restaurant
100,Ensanche centro,36.71700711342794,-4.420589585684885,596cf0771fa763356791342a,Brunchit España,36.71878550704465,-4.423532478184636,Restaurant
101,Ensanche centro,36.71700711342794,-4.420589585684885,4b767cf3f964a520994e2ee3,Casa Aranda,36.718871465576996,-4.423368454721759,Café
102,Ensanche centro,36.71700711342794,-4.420589585684885,51407a76e4b00ccf35393df7,El Refectorium Catedral,36.71977782785468,-4.418763407617984,Spanish Restaurant
103,Ensanche centro,36.71700711342794,-4.420589585684885,4e26d382d16486291ba3a75d,Al Yamal - الجمال (Al Yamal),36.7158667585344,-4.422332761457828,Moroccan Restaurant
104,Ensanche centro,36.71700711342794,-4.420589585684885,54143d6d498e60ee78c786e9,mamuchis,36.71586479199015,-4.424084460666559,Restaurant
105,Ensanche centro,36.71700711342794,-4.420589585684885,542010f2498ec006c4128241,Mesón Ibérico,36.71475469015449,-4.4239918434387056,Spanish Restaurant
106,Ensanche centro,36.71700711342794,-4.420589585684885,563688d6498efb2f4dc49a58,PicNic diner&coffee,36.71585898765713,-4.423274250466957,Gastropub
107,Ensanche centro,36.71700711342794,-4.420589585684885,4b7f0c23f964a520a71230e3,Lo Güeno,36.719236486952845,-4.422008718875675,Tapas Restaurant
108,Ensanche centro,36.71700711342794,-4.420589585684885,571b6c38498eba1f33b72f74,El Cartuchito,36.71834,-4.4237123,Tapas Restaurant
109,Ensanche centro,36.71700711342794,-4.420589585684885,5674aaa8498eae8c7d6df549,garcía,36.720174842,-4.421708641,Bistro
110,Ensanche centro,36.71700711342794,-4.420589585684885,51c9f978498e83130db4b720,BĀ,36.71932056178993,-4.4204228187770225,Japanese Restaurant
111,Ensanche centro,36.71700711342794,-4.420589585684885,50b3bf6ce412f944ee908ff0,L'Expérience,36.72011669845731,-4.42020567714256,Breakfast Spot
112,Ensanche centro,36.71700711342794,-4.420589585684885,4c837ad5e602b1f7bf15a67a,Parrilla Delicatessen,36.71979307220581,-4.419120807298789,Spanish Restaurant
113,Ensanche centro,36.71700711342794,-4.420589585684885,4b55c31ff964a520daee27e3,Uvedoble,36.720452376471194,-4.4176913892751974,Mediterranean Restaurant
114,Ensanche centro,36.71700711342794,-4.420589585684885,4c40d74a520fa5932cb4c8ac,Mesón Gallego,36.7159407747413,-4.423868417174497,Spanish Restaurant
115,Ensanche centro,36.71700711342794,-4.420589585684885,5182e00b498ed4da4e54952e,Amigos,36.71928483934531,-4.421042000671283,Restaurant
116,Ensanche centro,36.71700711342794,-4.420589585684885,4dd6ba2852b1a5c6443b0b97,Souvi,36.7205174149203,-4.418266842986158,Mediterranean Restaurant
117,Ensanche centro,36.71700711342794,-4.420589585684885,4c4adee4959220a19adcbb0e,Marisquería Casa Vicente,36.71843219602982,-4.422225073483204,Seafood Restaurant
118,Ensanche centro,36.71700711342794,-4.420589585684885,4ffafbf5e4b0fe7c22a7fdf2,Bertani Cafe,36.71950521229431,-4.423410158292451,Café
119,Ensanche centro,36.71700711342794,-4.420589585684885,54665168498eef23bccb2c9c,Recyclo BikeCafé,36.7195252982411,-4.424778273537989,Snack Place
120,Ensanche centro,36.71700711342794,-4.420589585684885,564f8c45498ec41abf77dbc0,El Mortal,36.71981650490356,-4.424348150148428,Bistro
121,Ensanche centro,36.71700711342794,-4.420589585684885,4ed0ff37775bbb5f338cd9d2,La Cepa,36.719705,-4.420514,Spanish Restaurant
122,Ensanche centro,36.71700711342794,-4.420589585684885,58554d4ffb549a6da2589323,Andino - Restaurante Latino,36.72029,-4.423927,South American Restaurant
123,Ensanche centro,36.71700711342794,-4.420589585684885,503ff41de4b06be18f39d1d4,La Cocotte,36.7197393458236,-4.421068342205961,Gastropub
124,Ensanche centro,36.71700711342794,-4.420589585684885,53ea7257498e3da8acbf68b5,La Deriva,36.71580678492146,-4.42481499145511,Restaurant
125,Ensanche centro,36.71700711342794,-4.420589585684885,57e43fddcd102cce8bfaa4cf,Terra Mia,36.721236369409496,-4.420155927733977,Italian Restaurant
126,Ensanche centro,36.71700711342794,-4.420589585684885,554d1d6d498eafc260542ab4,mura mura,36.721383248650106,-4.419819019066822,Gastropub
127,Ensanche centro,36.71700711342794,-4.420589585684885,50796ed7e4b0eb8b8395f8b8,Los Hidalgos,36.721284124040665,-4.419628112076311,Spanish Restaurant
128,Ensanche centro,36.71700711342794,-4.420589585684885,4e614e1262e13e3bce26b8ac,Bar Málaga,36.72117179734476,-4.421331010413341,Spanish Restaurant
129,Ensanche centro,36.71700711342794,-4.420589585684885,4d11f2b30ad2f04d61c4a854,Eguzki Bar,36.714614897157375,-4.424884357429981,Restaurant
130,Ensanche centro,36.71700711342794,-4.420589585684885,4d72bfd8bce5721eff20d315,La Burguesita Malaga,36.72046000154842,-4.42130540967275,Burger Joint
131,Ensanche centro,36.71700711342794,-4.420589585684885,501e3d91e4b075c1f07c0efd,Kaleido Málaga Port,36.71818509037491,-4.415914219400699,Spanish Restaurant
132,Ensanche centro,36.71700711342794,-4.420589585684885,4f4a2e05e4b0962089405128,el gallo ronco,36.721024216800465,-4.420796984746503,Spanish Restaurant
133,Ensanche centro,36.71700711342794,-4.420589585684885,5225dd76498efda4d8a7d761,Bar Cafetería El Yerno,36.718471915192396,-4.42436079663616,Tapas Restaurant
134,Ensanche centro,36.71700711342794,-4.420589585684885,5936e8b66cf01a77c97118fa,Beluga,36.72031,-4.4220347,Restaurant
135,Ensanche centro,36.71700711342794,-4.420589585684885,4b9188c7f964a52087c333e3,Garum,36.720632371115386,-4.417299488114712,Spanish Restaurant
136,Ensanche centro,36.71700711342794,-4.420589585684885,529f935811d2629465842907,Nuevo Okami,36.7205302814401,-4.4179122181507235,Japanese Restaurant
137,Ensanche centro,36.71700711342794,-4.420589585684885,4daf389fa86e9639ef484cd8,La Tertulia,36.72045478806608,-4.417567692133005,Tapas Restaurant
138,Carranque,36.717844393750454,-4.44558334596049,4db1e0e3a86e63d21175ccf9,Casa Jacinto,36.71833874736903,-4.4402220564931145,Seafood Restaurant
139,Carranque,36.717844393750454,-4.44558334596049,4d84b7b302eb548160e333f5,La Cantina,36.72137665464397,-4.444693789523576,Seafood Restaurant
140,Carranque,36.717844393750454,-4.44558334596049,4d26221f83ee6ea8273d45e7,Eladio Campero,36.71760688373797,-4.440566338604635,Burger Joint
141,Carranque,36.717844393750454,-4.44558334596049,4c6a77358d22c92851c5b945,Mesón El Martinete,36.72183117370453,-4.4454433134926985,Spanish Restaurant
142,Carranque,36.717844393750454,-4.44558334596049,4ce782ab867f60fc09f736c3,Mesón Huesca,36.716918,-4.445815,Spanish Restaurant
143,Carranque,36.717844393750454,-4.44558334596049,4ce6ddf4d99f721e0f8ba673,Livraria,36.721620309528774,-4.446388879269012,Café
144,Carranque,36.717844393750454,-4.44558334596049,4c080cb1009a0f47247de5bf,La Caña de España,36.721877866153584,-4.445540180893552,Tapas Restaurant
145,Carranque,36.717844393750454,-4.44558334596049,52c5d7b9498e876012f577a7,Cafe Club Carambuco,36.72177505493164,-4.445080757141113,Cafeteria
146,Cruz del humilladero,36.71294805128694,-4.44119176548121,4dfe5d18aeb7ea26f9abb036,Burger Kebab,36.7135387099502,-4.4392606257357965,Burger Joint
147,Cruz del humilladero,36.71294805128694,-4.44119176548121,524ad373498ec93429dc3ced,La Alvaroteca,36.71332539490465,-4.439399584409468,Tapas Restaurant
148,Cruz del humilladero,36.71294805128694,-4.44119176548121,4b87d100f964a5206bcd31e3,Mesón Astorga,36.71442380259032,-4.437101545293068,Restaurant
149,Cruz del humilladero,36.71294805128694,-4.44119176548121,4c7129af344437042512265f,El Pavone,36.71432030802544,-4.4391094214144315,Italian Restaurant
150,Cruz del humilladero,36.71294805128694,-4.44119176548121,4c4ae3735609c9b637df5490,Restaurante Los Marfiles,36.71527360919625,-4.4382704565900175,Spanish Restaurant
151,Cruz del humilladero,36.71294805128694,-4.44119176548121,4d57b2ed1901224b00f581a6,Cafetería Los Villares,36.71045935347346,-4.440771146421924,Café
152,Cruz del humilladero,36.71294805128694,-4.44119176548121,4bb88c881261d13a1db0e898,La Cresta,36.71309517101065,-4.438154207681725,Spanish Restaurant
153,Cruz del humilladero,36.71294805128694,-4.44119176548121,4ef337e949010b41f66825bf,La Ñora,36.71448822869794,-4.437157606652925,Restaurant
154,Cruz del humilladero,36.71294805128694,-4.44119176548121,4c7822ea794e224b1e266128,Burguer Dallas,36.71294371170928,-4.4359620770530075,Burger Joint
155,Cruz del humilladero,36.71294805128694,-4.44119176548121,4d891325bd4cd7ce23148477,Panaderia La Podadera,36.711290181850636,-4.4378748997557,Bakery
156,Cruz del humilladero,36.71294805128694,-4.44119176548121,4e42f64862e1a67a6e57a2e5,Cañamero,36.70971784133035,-4.442345796642371,Tapas Restaurant
157,Cruz del humilladero,36.71294805128694,-4.44119176548121,5066f4e2e4b0f646453d0c6c,El Rincón de Galicia,36.711964078074125,-4.437154200471536,Tapas Restaurant
158,Cruz del humilladero,36.71294805128694,-4.44119176548121,4e115df1d1647a0fff808aa8,Cafe Bar Rosmari,36.71614304667669,-4.439583727418052,Breakfast Spot
159,Cruz del humilladero,36.71294805128694,-4.44119176548121,4d66483c153ba09395b1e7f8,Salón de té - Panadería Melissa,36.71301220359899,-4.436862722078392,Bakery
160,Cruz del humilladero,36.71294805128694,-4.44119176548121,4e1d4fcb52b1944a8287f949,Cafetería El Cortijo,36.70859682007916,-4.441630840301514,Café
161,Cruz del humilladero,36.71294805128694,-4.44119176548121,4c6d322623c1a1cd07821bcf,Papulinos II,36.71699755645408,-4.439152126701787,Steakhouse
162,Parque las virreinas,36.74711187168887,-4.431147489405467,5329602e498eba816f8c10b7,Buda's Café,36.747384507094694,-4.426350457711834,Burger Joint
163,Parque las virreinas,36.74711187168887,-4.431147489405467,4c93ca316b35a143b14f15dc,Matri Hamburgueseria,36.74619783114623,-4.426476070108857,Burger Joint
164,Parque las virreinas,36.74711187168887,-4.431147489405467,53b86338498ea4c1b1e1dee2,Las dos Ruedas Burguer,36.74716567993164,-4.426119327545166,Burger Joint
165,Parque las virreinas,36.74711187168887,-4.431147489405467,4d866e689324236a2b70e30e,Cafetería Kivi,36.74531660576675,-4.426586609261932,Snack Place
166,Pizarrillo,36.670765285559085,-4.516026531675783,4ea868dd93adf5b1fbb684c2,Bar Rocio,36.67083722508886,-4.511547968574543,Burger Joint
167,Pizarrillo,36.670765285559085,-4.516026531675783,52bddc48498e4ab259b59be2,"Bar ""Las Palmeras""",36.67349624633789,-4.512502670288086,Diner
168,Sierra blanquilla,36.73568105213685,-4.4068416488646,4f82e8d6e4b0bf6ccbc6882e,D Quina,36.73477031790542,-4.406979529561465,Spanish Restaurant
169,Sierra blanquilla,36.73568105213685,-4.4068416488646,53a7d1ed498ef39b365bc6d5,Cafetería El Ternero,36.734726,-4.408752,Cafeteria
170,Sierra blanquilla,36.73568105213685,-4.4068416488646,4cd4115972a1a1cde9936851,Bodegas Galiana,36.73256235661474,-4.403391927480698,Spanish Restaurant
171,Sierra blanquilla,36.73568105213685,-4.4068416488646,4d8effdcd265236a62441717,Migas,36.73239720798205,-4.4031423460883055,Bakery
172,Sierra blanquilla,36.73568105213685,-4.4068416488646,4ee0b04ee5e84b831818cddd,Restaurante Los Años Locos,36.73269634921071,-4.403375386973494,Argentinian Restaurant
173,Jardin de malaga,36.74970568534458,-4.415851515533167,4c2a39b5ae6820a19efc1543,Bar Caribe Restaurante,36.74606512111582,-4.417598511433326,Spanish Restaurant
174,Jardin de malaga,36.74970568534458,-4.415851515533167,4c1166c86e5dc9b65d0bb02d,Los Curros,36.75088848698516,-4.420762672017052,BBQ Joint
175,Jardin de malaga,36.74970568534458,-4.415851515533167,4c7eace3d860b60cb0a45e9d,Mexicano Veracruz,36.749171971300484,-4.419297375777094,Mexican Restaurant
176,Jardin de malaga,36.74970568534458,-4.415851515533167,4ed353879adf25445a544e25,Cafetería Pan y Agua,36.74892764212471,-4.419753708703976,Breakfast Spot
177,Jardin de malaga,36.74970568534458,-4.415851515533167,5183a535498e0866c5ae92bf,Marisqueria Los Catetos,36.746011,-4.416011,Seafood Restaurant
