,Barrio,Latitud_barrio,Longitud_barrio,IdRest,Lugar,Latitud_lugar,Longitud_lugar,Nota,Likes,Categoría
21,Los tilos,36.71368649705558,-4.436666123272114,4cea7f080f196dcb142052ae,Ginos,36.71191961904099,-4.433061031046492,5.9,10,Italian Restaurant
22,Los tilos,36.71368649705558,-4.436666123272114,4d8c8c4dc1b1721ee0e20246,Telepizza,36.71608654896498,-4.433073647208367,5.8,1,Pizza Place
23,Los tilos,36.71368649705558,-4.436666123272114,4cce9ca27c2ff04d1997a57e,Sabora,36.71271921091947,-4.432065944835818,5.7,9,Breakfast Spot
24,Los tilos,36.71368649705558,-4.436666123272114,4e20aba5a80968cf3e379575,Brasayleña Vialia,36.71194247581049,-4.433045270133818,5.6,6,Brazilian Restaurant
25,Los tilos,36.71368649705558,-4.436666123272114,4fdcd551e4b01d23393a9ecb,Sushimore,36.71441706111804,-4.432355059822095,5.6,13,Sushi Restaurant
26,Los tilos,36.71368649705558,-4.436666123272114,4c0be9b4340720a193d28893,McDonald's,36.712152001571134,-4.4327116501858255,5.5,16,Fast Food Restaurant
27,Los tilos,36.71368649705558,-4.436666123272114,4ca0b3fc8afca0933ef71416,Dunkin' Coffee,36.7119470352626,-4.43186768167432,5.6,22,Donut Shop
28,La victoria,36.72493001746041,-4.414968520993915,4c9bbe9f46978cfa45c8877f,Montana,36.7276410219698,-4.4138011421662995,8.4,34,Restaurant
29,La victoria,36.72493001746041,-4.414968520993915,4c13e4c97f7f2d7f17f0df68,Cortijo de Pepe,36.722946735506184,-4.417668467996575,8.4,72,Mediterranean Restaurant
30,La victoria,36.72493001746041,-4.414968520993915,4bae81b4f964a520b2ba3be3,Café con Libros,36.72353634914174,-4.417114348511786,7.8,113,Café
31,La victoria,36.72493001746041,-4.414968520993915,54d3d661498e0eec3732b017,Batik,36.72221489178558,-4.417016179272806,8.4,63,Mediterranean Restaurant
32,La victoria,36.72493001746041,-4.414968520993915,4bedb1f7a40fc928345c820c,El Tapeo de Cervantes,36.723929,-4.419261,8.9,164,Tapas Restaurant
33,La victoria,36.72493001746041,-4.414968520993915,4bd5f35a7b1876b08bb08b86,Cañadú,36.723394732583465,-4.417033686672064,7.7,53,Vegetarian / Vegan Restaurant
34,La victoria,36.72493001746041,-4.414968520993915,4c38718e93db0f47bc872192,El Vegetariano de la Alcazabilla,36.722083477249605,-4.4170273328862555,8.3,26,Vegetarian / Vegan Restaurant
35,La victoria,36.72493001746041,-4.414968520993915,51545633e4b0f865ac3b49d7,El Mesón de Cervantes,36.724031554715296,-4.41997173822235,9.2,320,Tapas Restaurant
36,La victoria,36.72493001746041,-4.414968520993915,4b886133f964a52082f331e3,El Pimpi,36.72169493732647,-4.417351235910856,8.5,1252,Tapas Restaurant
37,La victoria,36.72493001746041,-4.414968520993915,4b7d4506f964a5209bb52fe3,Restaurante Vino Mío,36.72435942611007,-4.418924619451227,8.1,81,Spanish Restaurant
38,La victoria,36.72493001746041,-4.414968520993915,589a182aaf5c1433cf4c4abd,Nic Pic,36.724064,-4.418208,7.7,8,New American Restaurant
39,La victoria,36.72493001746041,-4.414968520993915,4bad41d8f964a520d13e3be3,El Lechuga,36.72307644065269,-4.417577084037909,7.8,47,Salad Place
40,La victoria,36.72493001746041,-4.414968520993915,4c87967f51ada1cdb0094910,Casa Lola,36.72206533497648,-4.418997870539572,9.0,169,Tapas Restaurant
41,La victoria,36.72493001746041,-4.414968520993915,4d6823a7cba6a35dd57dd5c1,Noviembre,36.72378525691984,-4.419611228445574,8.4,282,Restaurant
42,La victoria,36.72493001746041,-4.414968520993915,4bbd9696a8cf76b078f3b1fd,Cafetería La Victoria,36.72582,-4.414529,7.3,6,Café
43,La victoria,36.72493001746041,-4.414968520993915,56e326b2498ed68a8d77bdb3,Black Label - Urban Grill,36.723596833395035,-4.4191759666567245,8.2,7,Steakhouse
44,La victoria,36.72493001746041,-4.414968520993915,4d5fd5625c39b1f79a75fc49,Citron Bar & Restaurant,36.723399989477485,-4.418107279978821,7.5,34,Mediterranean Restaurant
45,La victoria,36.72493001746041,-4.414968520993915,4e5fe8168877954de718d30e,Pizzeria La Romántica,36.723969076038614,-4.4193975909442385,7.8,18,Pizza Place
46,La victoria,36.72493001746041,-4.414968520993915,558f0abc498e2d2a21511a98,Vinería Cervantes,36.72404427110153,-4.41931951714515,7.8,27,Tapas Restaurant
47,La victoria,36.72493001746041,-4.414968520993915,4dbbd353cda109aa6c8b3269,Bar El Caracol,36.72871065643325,-4.414318156297497,7.8,8,Café
48,La victoria,36.72493001746041,-4.414968520993915,4c2ba8ced1a10f475a4bf864,Las Papas del Museo,36.721990330898564,-4.418338513466658,7.7,21,Spanish Restaurant
49,La victoria,36.72493001746041,-4.414968520993915,4b62d82af964a52023552ae3,Samarkanda,36.722417,-4.419501,7.9,6,Middle Eastern Restaurant
50,La victoria,36.72493001746041,-4.414968520993915,4b8bcc8cf964a520f2ab32e3,Calle de Bruselas,36.72370256371235,-4.417584034658812,7.1,43,Café
51,La victoria,36.72493001746041,-4.414968520993915,55a39907498e1ef2f00729bc,La Taberna del Pintxo - Alcazaba,36.722245644308146,-4.417045712471008,7.4,8,Tapas Restaurant
52,La victoria,36.72493001746041,-4.414968520993915,58a0d92c72714f7d353e1407,La Sole del Pimpi,36.721893,-4.417894,7.6,9,Spanish Restaurant
53,La victoria,36.72493001746041,-4.414968520993915,4b6f2dbef964a52058e22ce3,El Gato con Bota,36.722137105932404,-4.417496756657231,7.4,16,Tapas Restaurant
54,La victoria,36.72493001746041,-4.414968520993915,559ecf86498e4096ae2b3535,La Luz de Candela,36.725008,-4.420545,7.7,6,Spanish Restaurant
55,La victoria,36.72493001746041,-4.414968520993915,4cb37a8239458cfafea11aa0,El Farolito,36.723395651193364,-4.420132720261378,7.7,20,Argentinian Restaurant
56,La victoria,36.72493001746041,-4.414968520993915,54c4c977498ee5614398b075,"La Plaza ""Alcazabilla""",36.72173945628795,-4.417303472432485,7.3,20,Mediterranean Restaurant
57,La victoria,36.72493001746041,-4.414968520993915,4db170de4df03036e8cdddd1,Ágora,36.72248066683318,-4.417014958838622,7.1,18,Greek Restaurant
58,La victoria,36.72493001746041,-4.414968520993915,58f39207419a9e0b7f5ca084,100 Montaditos,36.72217044149716,-4.417110010688755,7.1,6,Sandwich Place
59,La victoria,36.72493001746041,-4.414968520993915,4ef5d3cb9adf7bbf8749e6d5,La Plaza,36.72374626496869,-4.417281746864319,6.8,36,Tapas Restaurant
60,La victoria,36.72493001746041,-4.414968520993915,4cfc16b3c6cca35de8d68f32,La Tapería de Sybaris,36.72386449366125,-4.419561883654177,7.3,21,Tapas Restaurant
61,La victoria,36.72493001746041,-4.414968520993915,5857d30c561ded1fe2cbb10e,Nuevo& Sur Malaga,36.72418053653764,-4.418950080871582,7.1,6,Restaurant
62,La victoria,36.72493001746041,-4.414968520993915,5131fe32e4b0ba071cc53e0c,Osteria Angelino del 1899,36.724647249560654,-4.419894377276811,7.2,18,Italian Restaurant
63,La victoria,36.72493001746041,-4.414968520993915,500568a9e4b00f838222276e,El Carpintero,36.7225026733777,-4.418969352318389,7.1,6,Spanish Restaurant
64,La victoria,36.72493001746041,-4.414968520993915,4c3ef0440e0d0f47b52c167f,Bodeguita El Gallo,36.72170727761841,-4.418435039884189,7.1,28,Spanish Restaurant
65,La victoria,36.72493001746041,-4.414968520993915,4fe35315e4b0179c631d1940,Isabella Taller de Cocina,36.7225084915136,-4.419491290692025,7.1,12,Mediterranean Restaurant
66,La victoria,36.72493001746041,-4.414968520993915,4b7562bef964a52093092ee3,Clandestino,36.72233331424432,-4.419334972114971,7.1,30,Mediterranean Restaurant
67,La victoria,36.72493001746041,-4.414968520993915,4fb6535ee4b03d283440fb40,Los del Colmenar,36.727569085675064,-4.413599002844307,6.5,6,Restaurant
68,La victoria,36.72493001746041,-4.414968520993915,4d023653582454816cc449ac,Bar Picasso,36.72348112089999,-4.417247014696505,6.4,49,Restaurant
69,La victoria,36.72493001746041,-4.414968520993915,59e5231f3c858d1155427741,TGB - The Good Burguer,36.72255,-4.417186,6.4,3,Burger Joint
70,La victoria,36.72493001746041,-4.414968520993915,4bbb4bddb35776b0e7c4cb01,El Carmen,36.72337533519753,-4.416861260160047,6.1,38,Sandwich Place
71,La victoria,36.72493001746041,-4.414968520993915,4ccf1c77aa25a35d7170240f,Mediterraneo I,36.72215279746962,-4.417575478503592,6.3,4,Moroccan Restaurant
72,La victoria,36.72493001746041,-4.414968520993915,4c12b91aa9c220a17a86549d,Trattoria Lorenzo,36.72327787686543,-4.417837825417654,6.1,20,Italian Restaurant
73,La victoria,36.72493001746041,-4.414968520993915,5827873627e8a32a798c4f57,Burger King,36.72223,-4.417142,5.7,0,Fast Food Restaurant
74,Campos eliseos,36.7214879962521,-4.410583739947064,4c052b7a187ec928fa01b87b,Refectorium,36.71993491057536,-4.4100655735597565,8.1,31,Mediterranean Restaurant
75,Campos eliseos,36.7214879962521,-4.410583739947064,5800e82b38fad39b2b1b7990,La Canasta,36.719542175113226,-4.412010230753178,8.0,24,Bakery
76,Campos eliseos,36.7214879962521,-4.410583739947064,554a3a86498e315a27eba3f6,El merendero de Antonio Martín,36.71768695322035,-4.4098349947243785,8.4,22,Spanish Restaurant
77,Campos eliseos,36.7214879962521,-4.410583739947064,4d68f98d4c46370444839bb3,Aire Gastrobar,36.72112657531889,-4.406455188594739,7.9,20,Mediterranean Restaurant
78,Campos eliseos,36.7214879962521,-4.410583739947064,5777cfb9498ec5cc170608b9,La Tagliatella,36.718176336415915,-4.412743653498858,8.1,10,Italian Restaurant
79,Campos eliseos,36.7214879962521,-4.410583739947064,4bce2c58ef1095215da68386,Pizza Pino,36.718536039127954,-4.410413855797859,7.6,20,Pizza Place
80,Campos eliseos,36.7214879962521,-4.410583739947064,51af9a7a498e107fcea3d982,Chiringuito Cicsú,36.717407,-4.410616,8.2,5,Restaurant
81,Campos eliseos,36.7214879962521,-4.410583739947064,5206500c2fc6f10bed61b77d,Dunkin' Coffee,36.71858016883829,-4.413579224263516,7.9,15,Donut Shop
82,Campos eliseos,36.7214879962521,-4.410583739947064,4fbbd7bbe4b0766311f1d684,Small Cafe,36.71859721972159,-4.413358981853604,7.7,20,Café
83,Campos eliseos,36.7214879962521,-4.410583739947064,4e0893d262e100e581766be4,Oriental Gong,36.721158,-4.406498,7.4,6,Asian Restaurant
84,Campos eliseos,36.7214879962521,-4.410583739947064,4d9addf09298b1f7d6064a38,Galopain,36.719895002106846,-4.4116597881385635,6.9,17,Café
85,Campos eliseos,36.7214879962521,-4.410583739947064,5343b404498e2019b2929708,El Tres Alta Cocina Clásica,36.71816071174876,-4.40950870513916,7.3,5,Spanish Restaurant
86,Campos eliseos,36.7214879962521,-4.410583739947064,4d0d1805257d6dcb54119a67,Circus,36.72095252028641,-4.408623977601596,6.8,7,Italian Restaurant
87,Campos eliseos,36.7214879962521,-4.410583739947064,5c8b95861ffed7002cd75c1e,Hard Rock Cafe,36.7185387868992,-4.412866963024296,7.1,9,American Restaurant
88,Campos eliseos,36.7214879962521,-4.410583739947064,4c0420bf58dad13afe364897,La Ménsula,36.71967722178326,-4.408831950886191,6.8,13,Mediterranean Restaurant
89,Campos eliseos,36.7214879962521,-4.410583739947064,4c041c6058dad13a6b364897,Café de París,36.71851444818256,-4.411098278924147,7.0,3,Mediterranean Restaurant
90,Campos eliseos,36.7214879962521,-4.410583739947064,4b71c4fef964a520695b2de3,La Casita de la Patata,36.717401093886686,-4.4123864446616325,7.5,8,Fast Food Restaurant
91,Campos eliseos,36.7214879962521,-4.410583739947064,4bf7dab64a67c928293c24cf,Chiringuito Tropicana,36.71903416427362,-4.407262566212765,7.0,45,Spanish Restaurant
92,Campos eliseos,36.7214879962521,-4.410583739947064,4c4064d23735be9a17bc16a4,Pizzeria O'mamma Mia,36.721468790064364,-4.4059880472136195,7.0,26,Pizza Place
93,Campos eliseos,36.7214879962521,-4.410583739947064,4ebbe19c29c239ccef76d885,Marisqueria Los Delfines,36.71729705133995,-4.411419755632149,6.9,9,Restaurant
94,Campos eliseos,36.7214879962521,-4.410583739947064,4da1b3509935a093b440a56f,Chiringuito El Cachalote,36.72008785549535,-4.405267244568821,6.9,29,Mediterranean Restaurant
95,Campos eliseos,36.7214879962521,-4.410583739947064,4b77049df964a520ee742ee3,Spaghetteria Circus,36.72094120949653,-4.408672423906627,6.3,25,Italian Restaurant
96,Campos eliseos,36.7214879962521,-4.410583739947064,50de135fe4b07dd5d1b4c715,Taberna Del Muelle,36.71837800139927,-4.411685979993338,6.5,4,Gastropub
97,Campos eliseos,36.7214879962521,-4.410583739947064,4c0d6a58b1b676b05b8de086,Pizzeria Trastevere,36.71889793160172,-4.410854509910395,6.4,11,Pizza Place
98,Campos eliseos,36.7214879962521,-4.410583739947064,55954635498e5de2c70cce61,Chopp,36.718349473411585,-4.413161810896474,6.6,4,Tapas Restaurant
99,Campos eliseos,36.7214879962521,-4.410583739947064,57b1a4fe498e19de8cbe9421,KFC,36.71804733989923,-4.412770778143577,6.6,5,Fast Food Restaurant
100,Campos eliseos,36.7214879962521,-4.410583739947064,4cfaaabbc6cca35d60c38732,El Rancho,36.71967018271231,-4.409571400222623,6.1,18,Argentinian Restaurant
101,Campos eliseos,36.7214879962521,-4.410583739947064,4c4b50c542b4d13a1d49807e,Taj Palace,36.71878186907041,-4.410555047289519,5.9,11,Indian Restaurant
102,Campos eliseos,36.7214879962521,-4.410583739947064,4bedb4ad946c0f47adcda263,Restaurante Mexicano Jalisco,36.71764770174741,-4.411313792584236,6.3,6,Mexican Restaurant
103,Campos eliseos,36.7214879962521,-4.410583739947064,4b8a50fdf964a520266832e3,Burger King,36.71828903703372,-4.409568465637579,6.0,9,Fast Food Restaurant
104,Campos eliseos,36.7214879962521,-4.410583739947064,51b48823498e8590ec5dc4b3,Chiringuito Sicsú,36.71735250874106,-4.410523784530599,5.9,10,Mediterranean Restaurant
105,Explanada de la estación,36.71305453222618,-4.431261685595489,4d2bedb8ebacb1f777571050,Los Valle Churros Y Chocolate,36.71308977972861,-4.429276361041498,7.8,8,Café
106,Explanada de la estación,36.71305453222618,-4.431261685595489,58d8e8852f91cb026fc2d921,Da Saveria,36.714436,-4.428686,8.1,6,Italian Restaurant
107,Explanada de la estación,36.71305453222618,-4.431261685595489,4b6ddacff964a52006962ce3,Candamil,36.71448068341679,-4.427384907323258,8.2,21,Spanish Restaurant
108,Explanada de la estación,36.71305453222618,-4.431261685595489,52944e31498e7e1cc6e20543,Granier Panes Artesanos,36.712787908430585,-4.432986665188229,7.3,9,Bakery
109,Explanada de la estación,36.71305453222618,-4.431261685595489,4e876da85c5cfd1dcc657cea,Domino's Pizza,36.713960937494754,-4.433263066506208,7.2,11,Pizza Place
110,Explanada de la estación,36.71305453222618,-4.431261685595489,4cb027f6cbab236a6e229e73,El Secreto,36.713690754890834,-4.4333764116754,7.0,8,Café
111,Explanada de la estación,36.71305453222618,-4.431261685595489,4bdecaf0ffdec9285a9ae9a1,VIPS,36.711900765044206,-4.43308043446915,6.8,40,Restaurant
112,Explanada de la estación,36.71305453222618,-4.431261685595489,4c0a81f9009a0f479b7be9bf,Foster's Hollywood,36.71174915391996,-4.433055624507523,6.6,43,American Restaurant
113,Explanada de la estación,36.71305453222618,-4.431261685595489,56812806498e639d229e20e4,La Perica,36.712707,-4.431224,6.6,5,Bistro
114,Explanada de la estación,36.71305453222618,-4.431261685595489,5037dc00e4b0107229393daa,Asakusa,36.71568126934967,-4.428105735395536,6.9,13,Asian Restaurant
115,Explanada de la estación,36.71305453222618,-4.431261685595489,53c7b138498edeb14aeb833f,Mister Noodles,36.714144409702996,-4.431247528191334,6.5,14,Asian Restaurant
116,Explanada de la estación,36.71305453222618,-4.431261685595489,4c59662404f9be9a2b20ef60,100 Montaditos,36.711929342809285,-4.432753558160035,6.4,31,Sandwich Place
117,Explanada de la estación,36.71305453222618,-4.431261685595489,57a5fb23498ec1f9eaff9370,Lizarran,36.71177,-4.431787,6.3,3,Tapas Restaurant
118,Explanada de la estación,36.71305453222618,-4.431261685595489,4c7822ea794e224b1e266128,Burguer Dallas,36.71294371170928,-4.4359620770530075,6.5,6,Burger Joint
119,Explanada de la estación,36.71305453222618,-4.431261685595489,4d174244cc216ea8d2026ed3,Wok Directo,36.709471627,-4.42812279,6.5,19,Asian Restaurant
120,Explanada de la estación,36.71305453222618,-4.431261685595489,4be9586288ed2d7f37d6cc1d,Juandi,36.712127264978236,-4.430641544039722,6.0,3,Spanish Restaurant
121,Explanada de la estación,36.71305453222618,-4.431261685595489,4cea7f080f196dcb142052ae,Ginos,36.71191961904099,-4.433061031046492,5.9,10,Italian Restaurant
122,Explanada de la estación,36.71305453222618,-4.431261685595489,4cce9ca27c2ff04d1997a57e,Sabora,36.71271921091947,-4.432065944835818,5.7,9,Breakfast Spot
123,Explanada de la estación,36.71305453222618,-4.431261685595489,4fdcd551e4b01d23393a9ecb,Sushimore,36.71441706111804,-4.432355059822095,5.6,13,Sushi Restaurant
124,Explanada de la estación,36.71305453222618,-4.431261685595489,4cd8556a5e1b721eaba239d9,Restaurante Chino Flamingo,36.71285041048879,-4.429131699427124,5.5,2,Chinese Restaurant
125,Las acacias,36.72073889890786,-4.368448919732299,4bd43eb977b29c7488479282,Restaurante Hermanos Muñoz,36.719277332536734,-4.3672767313089125,7.8,15,Seafood Restaurant
126,Las acacias,36.72073889890786,-4.368448919732299,4eb808826da1df9ffb9295c2,La Casita,36.71921109434433,-4.364907166835822,9.0,23,Café
127,Las acacias,36.72073889890786,-4.368448919732299,4baf4977f964a520aff53be3,Restaurante Merlo,36.720361512824105,-4.369993121751872,7.3,11,Spanish Restaurant
128,Las acacias,36.72073889890786,-4.368448919732299,4beefa5e6faac9b687a1a9c6,El Rompeolas,36.71974667351846,-4.3680887987372,7.1,9,Mediterranean Restaurant
129,Las acacias,36.72073889890786,-4.368448919732299,4c2db5a9260bc92898681ad3,El Zagal,36.71913899952834,-4.363359356334861,7.8,30,Spanish Restaurant
130,Las acacias,36.72073889890786,-4.368448919732299,4d04c4829d33a143991abd78,Gaucho,36.720951066891566,-4.37262545704523,7.3,6,Restaurant
131,Las acacias,36.72073889890786,-4.368448919732299,4c002eeb92a6c928eecb43e2,Miguelito El Cariñoso,36.720592483248126,-4.3715425235566805,6.9,23,Mediterranean Restaurant
132,Las acacias,36.72073889890786,-4.368448919732299,4ca790a7d971b1f752a50be1,La Casa de la Pasta,36.72119985692336,-4.36298663821088,7.3,13,Italian Restaurant
133,Las acacias,36.72073889890786,-4.368448919732299,4ca78d1db0b8236a9da9aae6,Mesón Tobalo's,36.71989695862149,-4.363908174822689,7.1,11,Spanish Restaurant
134,Las acacias,36.72073889890786,-4.368448919732299,50183911e4b049d39482316a,El Rincón de Graná,36.720113,-4.365304,6.6,5,Spanish Restaurant
135,Las acacias,36.72073889890786,-4.368448919732299,4d974524af3d236a1fbf1ec7,Cattabia,36.720796535547606,-4.373784689410502,6.9,11,Spanish Restaurant
136,Las acacias,36.72073889890786,-4.368448919732299,4cbd9e41d78f46886b84ce73,Las Acacias,36.71959827831711,-4.367802135151504,5.8,19,Paella Restaurant
137,Las acacias,36.72073889890786,-4.368448919732299,4bdc17b763c5c9b6a3602a68,Cafeteria El Sauce,36.72135860671994,-4.364380434602218,5.9,4,Breakfast Spot
138,Las acacias,36.72073889890786,-4.368448919732299,4c77b36f923ba143ddc267e6,Telepizza,36.71981997367333,-4.364171859734371,6.0,3,Pizza Place
139,Las acacias,36.72073889890786,-4.368448919732299,4c095a5a7e3fc92886d4f182,Restaurante Las Palmeras,36.71936805478935,-4.367389432564283,5.6,17,Seafood Restaurant
140,El romeral,36.721171524276556,-4.475025124456898,52657bd311d206f2f0648805,PadThaiWok Málaga - Teatinos,36.722697353773775,-4.477112951385111,8.2,32,Thai Restaurant
141,El romeral,36.721171524276556,-4.475025124456898,4ed0f6a39a52262b836026fe,Patagonia Asador Argentino,36.72142366642343,-4.4728480881698625,7.1,22,Argentinian Restaurant
142,El romeral,36.721171524276556,-4.475025124456898,4c7f9f87171b224b403f11b1,El Marisqueo de Teatinos,36.722339256088695,-4.477396125673671,7.1,46,Seafood Restaurant
143,El romeral,36.721171524276556,-4.475025124456898,4dceda6fc65bdac7136c830c,La Biznaga,36.72156988087967,-4.47621749712497,6.6,14,Spanish Restaurant
144,El romeral,36.721171524276556,-4.475025124456898,5954017a3c858d615f7d85a8,Boca Llena,36.722216,-4.479976,7.2,4,Restaurant
145,El romeral,36.721171524276556,-4.475025124456898,4c80f3e2d8086dcb63f06752,Lochi,36.72105679837041,-4.474556956672017,6.5,25,Café
146,El romeral,36.721171524276556,-4.475025124456898,5531710b498e4b742892dcb6,El Gallo Negro,36.720731939823736,-4.472992979563108,6.2,8,Spanish Restaurant
147,El romeral,36.721171524276556,-4.475025124456898,50715621e4b0cff8622808c8,el refugio mas que tapas,36.721462147621104,-4.476231662685448,6.1,4,Tapas Restaurant
148,El romeral,36.721171524276556,-4.475025124456898,53da95a3498e95db422da796,Marmita Málaga,36.72160824259082,-4.479162544754181,6.2,22,Tapas Restaurant
149,El romeral,36.721171524276556,-4.475025124456898,4bb79e79cf2fc9b641829e02,Restaurante Chino Xian,36.72122139898803,-4.478273541441579,6.1,4,Chinese Restaurant
150,El romeral,36.721171524276556,-4.475025124456898,4bf6f50eb182c9b60ad6745a,"El Cenachero, Marisquería Freiduría",36.72133629297861,-4.477542165131635,5.7,8,Mediterranean Restaurant
151,El romeral,36.721171524276556,-4.475025124456898,4fd8ab84e4b0ec3e9c5948c1,Tapas y algo más,36.72113753835469,-4.474305527937011,5.7,4,Tapas Restaurant
152,El romeral,36.721171524276556,-4.475025124456898,4debded1e4cdc079f4a95acf,Burger El Dorado II,36.723276457256596,-4.474714774315404,5.6,16,Burger Joint
153,El romeral,36.721171524276556,-4.475025124456898,4d7e1e933e50b1f7f102c5d3,Restaurante Chino Lu-Cheng,36.71928499500025,-4.47822073333573,5.1,6,Chinese Restaurant
154,El consul-ii,36.721836387125485,-4.479290544149327,4c7f9f87171b224b403f11b1,El Marisqueo de Teatinos,36.722339256088695,-4.477396125673671,7.1,46,Seafood Restaurant
155,El consul-ii,36.721836387125485,-4.479290544149327,4de944f6c65b72347a25b7fa,El Montecito,36.72148937041537,-4.479117107849347,6.7,6,Tapas Restaurant
156,El consul-ii,36.721836387125485,-4.479290544149327,526ed28f11d28ddfa5283375,La Proa de Teatinos,36.72267613055292,-4.477142025134526,6.4,8,Seafood Restaurant
157,El consul-ii,36.721836387125485,-4.479290544149327,53da95a3498e95db422da796,Marmita Málaga,36.72160824259082,-4.479162544754181,6.2,22,Tapas Restaurant
158,El consul-ii,36.721836387125485,-4.479290544149327,4ca78bed931bb60cd1969ee2,Pizzería La Pizza,36.723585905206264,-4.474686025364636,6.6,34,Pizza Place
159,El consul-ii,36.721836387125485,-4.479290544149327,514f0533e4b0be820539f913,El Refugio,36.721444759054314,-4.476238989081308,5.9,30,Spanish Restaurant
160,El consul-ii,36.721836387125485,-4.479290544149327,4bf6f50eb182c9b60ad6745a,"El Cenachero, Marisquería Freiduría",36.72133629297861,-4.477542165131635,5.7,8,Mediterranean Restaurant
161,El consul-ii,36.721836387125485,-4.479290544149327,4debded1e4cdc079f4a95acf,Burger El Dorado II,36.723276457256596,-4.474714774315404,5.6,16,Burger Joint
162,La goleta,36.72470304307662,-4.424319226713913,520f915211d2d7de4236819a,Puro Pescaito,36.723354924745365,-4.421153690465709,7.6,31,Seafood Restaurant
163,La goleta,36.72470304307662,-4.424319226713913,4da4279a22a5f04dba063255,Madeinterranea Food and Wine,36.72252969084648,-4.420252657425305,8.1,41,Spanish Restaurant
164,La goleta,36.72470304307662,-4.424319226713913,4ea93e799adf64e06c472db1,El Almacén del Indiano,36.720785578671894,-4.424144752029212,8.0,6,Deli / Bodega
165,La goleta,36.72470304307662,-4.424319226713913,4cc97848e7926dcb5f9f5c77,La Cosmopolita,36.72195919108497,-4.419889979582002,8.3,61,Mediterranean Restaurant
166,La goleta,36.72470304307662,-4.424319226713913,4cb37a8239458cfafea11aa0,El Farolito,36.723395651193364,-4.420132720261378,7.7,20,Argentinian Restaurant
