,Barrio,Latitud_barrio,Longitud_barrio,IdRest,Lugar,Latitud_lugar,Longitud_lugar,Nota,Likes,Categoría
68,Centro historico,36.72071959691778,-4.421059456825723,4c837ad5e602b1f7bf15a67a,Parrilla Delicatessen,36.71979307220581,-4.419120807298789,7.8,14,Spanish Restaurant
69,Centro historico,36.72071959691778,-4.421059456825723,4beb03f262c0c9285896e1d4,La Campana,36.7218685526928,-4.419618048518371,7.8,36,Spanish Restaurant
70,Centro historico,36.72071959691778,-4.421059456825723,4b52ffc2f964a5203f8c27e3,Mesón Mariano,36.72263,-4.41995,7.9,25,Spanish Restaurant
71,Centro historico,36.72071959691778,-4.421059456825723,4f76f655e4b0b96439e66276,Los Gatos,36.722336,-4.419815,7.8,197,Spanish Restaurant
72,Centro historico,36.72071959691778,-4.421059456825723,4b62d82af964a52023552ae3,Samarkanda,36.722417,-4.419501,7.9,6,Middle Eastern Restaurant
73,Centro historico,36.72071959691778,-4.421059456825723,563d07a6cd106e704956eb26,Brunchit España,36.7230153196819,-4.423952252246075,9.0,225,Restaurant
74,Centro historico,36.72071959691778,-4.421059456825723,4bb661a7f562ef3b65113097,Mesón Astur,36.72194096353303,-4.4209050066888835,7.7,37,Spanish Restaurant
75,Centro historico,36.72071959691778,-4.421059456825723,51545633e4b0f865ac3b49d7,El Mesón de Cervantes,36.724031554715296,-4.41997173822235,9.2,320,Tapas Restaurant
76,Centro historico,36.72071959691778,-4.421059456825723,4ea93e799adf64e06c472db1,El Almacén del Indiano,36.720785578671894,-4.424144752029212,8.0,6,Deli / Bodega
77,Centro historico,36.72071959691778,-4.421059456825723,4d1ceb6e0901721e8b0174a5,Los Tres Caracoles,36.72316913089422,-4.420944076775828,8.0,10,Tapas Restaurant
78,Centro historico,36.72071959691778,-4.421059456825723,4b886133f964a52082f331e3,El Pimpi,36.72169493732647,-4.417351235910856,8.5,1252,Tapas Restaurant
79,Centro historico,36.72071959691778,-4.421059456825723,554d1d6d498eafc260542ab4,mura mura,36.721383248650106,-4.419819019066822,7.6,8,Gastropub
80,Centro historico,36.72071959691778,-4.421059456825723,4ffafbf5e4b0fe7c22a7fdf2,Bertani Cafe,36.71950521229431,-4.423410158292451,7.8,19,Café
81,Centro historico,36.72071959691778,-4.421059456825723,564f8c45498ec41abf77dbc0,El Mortal,36.71981650490356,-4.424348150148428,8.2,18,Bistro
